image_path,label
/kaggle/input/datasets/splcher/animefacedataset/images/35715_2011.jpg,class_2
/kaggle/input/datasets/splcher/animefacedataset/images/48610_2014.jpg,class_0
/kaggle/input/datasets/splcher/animefacedataset/images/34719_2011.jpg,class_3
/kaggle/input/datasets/splcher/animefacedataset/images/40266_2012.jpg,class_1
/kaggle/input/datasets/splcher/animefacedataset/images/4199_2002.jpg,class_5
/kaggle/input/datasets/splcher/animefacedataset/images/40739_2013.jpg,class_1
/kaggle/input/datasets/splcher/animefacedataset/images/42515_2013.jpg,class_3
/kaggle/input/datasets/splcher/animefacedataset/images/52482_2015.jpg,class_3
/kaggle/input/datasets/splcher/animefacedataset/images/46555_2014.jpg,class_3
/kaggle/input/datasets/splcher/animefacedataset/images/11579_2005.jpg,class_2
/kaggle/input/datasets/splcher/animefacedataset/images/36943_2012.jpg,class_3
/kaggle/input/datasets/splcher/animefacedataset/images/9787_2004.jpg,class_5
/kaggle/input/datasets/splcher/animefacedataset/images/3388_2002.jpg,class_0
/kaggle/input/datasets/splcher/animefacedataset/images/8393_2004.jpg,class_3
/kaggle/input/datasets/splcher/animefacedataset/images/30352_2010.jpg,class_4
/kaggle/input/datasets/splcher/animefacedataset/images/10908_2005.jpg,class_1
/kaggle/input/datasets/splcher/animefacedataset/images/22363_2008.jpg,class_5
/kaggle/input/datasets/splcher/animefacedataset/images/51151_2015.jpg,class_3
/kaggle/input/datasets/splcher/animefacedataset/images/59491_2018.jpg,class_3
/kaggle/input/datasets/splcher/animefacedataset/images/3809_2002.jpg,class_3
/kaggle/input/datasets/splcher/animefacedataset/images/59579_2018.jpg,class_4
/kaggle/input/datasets/splcher/animefacedataset/images/36325_2012.jpg,class_5
/kaggle/input/datasets/splcher/animefacedataset/images/63045_2019.jpg,class_5
/kaggle/input/datasets/splcher/animefacedataset/images/16752_2007.jpg,class_1
/kaggle/input/datasets/splcher/animefacedataset/images/795_2000.jpg,class_0
/kaggle/input/datasets/splcher/animefacedataset/images/43101_2013.jpg,class_2
/kaggle/input/datasets/splcher/animefacedataset/images/42450_2013.jpg,class_2
/kaggle/input/datasets/splcher/animefacedataset/images/45675_2014.jpg,class_3
/kaggle/input/datasets/splcher/animefacedataset/images/18824_2007.jpg,class_3
/kaggle/input/datasets/splcher/animefacedataset/images/53336_2016.jpg,class_3
/kaggle/input/datasets/splcher/animefacedataset/images/59070_2018.jpg,class_1
/kaggle/input/datasets/splcher/animefacedataset/images/7424_2004.jpg,class_1
/kaggle/input/datasets/splcher/animefacedataset/images/32305_2011.jpg,class_3
/kaggle/input/datasets/splcher/animefacedataset/images/41147_2013.jpg,class_0
/kaggle/input/datasets/splcher/animefacedataset/images/25396_2009.jpg,class_3
/kaggle/input/datasets/splcher/animefacedataset/images/45134_2014.jpg,class_0
/kaggle/input/datasets/splcher/animefacedataset/images/7561_2004.jpg,class_4
/kaggle/input/datasets/splcher/animefacedataset/images/44029_2013.jpg,class_2
/kaggle/input/datasets/splcher/animefacedataset/images/36372_2012.jpg,class_3
/kaggle/input/datasets/splcher/animefacedataset/images/12769_2005.jpg,class_2
/kaggle/input/datasets/splcher/animefacedataset/images/8156_2004.jpg,class_0
/kaggle/input/datasets/splcher/animefacedataset/images/28792_2010.jpg,class_4
/kaggle/input/datasets/splcher/animefacedataset/images/48761_2014.jpg,class_2
/kaggle/input/datasets/splcher/animefacedataset/images/17886_2007.jpg,class_0
/kaggle/input/datasets/splcher/animefacedataset/images/35184_2011.jpg,class_1
/kaggle/input/datasets/splcher/animefacedataset/images/17755_2007.jpg,class_3
/kaggle/input/datasets/splcher/animefacedataset/images/53739_2016.jpg,class_3
/kaggle/input/datasets/splcher/animefacedataset/images/45977_2014.jpg,class_3
/kaggle/input/datasets/splcher/animefacedataset/images/27493_2009.jpg,class_1
/kaggle/input/datasets/splcher/animefacedataset/images/53899_2016.jpg,class_3
/kaggle/input/datasets/splcher/animefacedataset/images/5822_2003.jpg,class_2
/kaggle/input/datasets/splcher/animefacedataset/images/36514_2012.jpg,class_1
/kaggle/input/datasets/splcher/animefacedataset/images/6238_2003.jpg,class_4
/kaggle/input/datasets/splcher/animefacedataset/images/15329_2006.jpg,class_1
/kaggle/input/datasets/splcher/animefacedataset/images/48968_2014.jpg,class_5
/kaggle/input/datasets/splcher/animefacedataset/images/44390_2013.jpg,class_5
/kaggle/input/datasets/splcher/animefacedataset/images/38585_2012.jpg,class_3
/kaggle/input/datasets/splcher/animefacedataset/images/44032_2013.jpg,class_5
/kaggle/input/datasets/splcher/animefacedataset/images/3119_2002.jpg,class_2
/kaggle/input/datasets/splcher/animefacedataset/images/12700_2005.jpg,class_4
/kaggle/input/datasets/splcher/animefacedataset/images/49855_2015.jpg,class_1
/kaggle/input/datasets/splcher/animefacedataset/images/61398_2018.jpg,class_3
